_sheet,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Video Games Data,Grand Theft Auto: San Andreas,XB,2005.0,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,93.0,58.0,8.6,118.0,Rockstar North,AO
Video Games Data,Star Wars: Dark Forces,PC,1994.0,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95,,,,,,
Video Games Data,NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,90.0,31.0,8.8,70.0,Electronic Arts,E
Video Games Data,Def Jam Vendetta,PS2,2003.0,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,80.0,33.0,8.9,41.0,Aki Corp.,T
Video Games Data,Kirby Squeak Squad,DS,2006.0,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71.0,29.0,8.1,41.0,"Flagship, HAL Labs",E
Video Games Data,Burnout Paradise,PS3,2008.0,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87.0,55.0,7.7,455.0,Criterion Games,E10+
Video Games Data,Who wants to be a millionaire,PC,1999.0,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94,,,tbd,,Jellyvision,E
Video Games Data,Alleyway,GB,1989.0,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,,,,,
Video Games Data,Scooby Doo and the Cyber Chase,PS,2001.0,Adventure,THQ,0.59,1.23,0.0,0.13,1.94,,,7.4,10.0,Art,E
Video Games Data,The Sims 3,PS3,2010.0,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78.0,39.0,6.4,55.0,The Sims Studio,T
Video Games Data,FIFA Soccer 09,X360,2008.0,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87.0,51.0,8,106.0,EA Canada,E
Video Games Data,Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77.0,32.0,8.9,137.0,Dimps Corporation,T
Video Games Data,Call of Duty: World at War,Wii,2008.0,Shooter,Activision,1.17,0.58,0.0,0.18,1.94,83.0,19.0,7.6,78.0,Exakt,M
Video Games Data,Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,,,,,,
Video Games Data,Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,63.0,18.0,8.3,22.0,Ubisoft,M
Video Games Data,BioShock Infinite,X360,2013.0,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93.0,33.0,8.5,1647.0,Irrational Games,M
Video Games Data,X-Men Legends,PS2,2004.0,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,79.0,48.0,8.5,69.0,Raven Software,T
Video Games Data,Mortal Kombat II,SNES,1993.0,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93,,,,,,
Video Games Data,Virtua Fighter 2,SAT,1995.0,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,,,,,,
Video Games Data,Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.53,0.23,0.0,0.16,1.93,72.0,61.0,7.5,87.0,Midway,T
Video Games Data,Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6,1079.0,Bungie,T
Video Games Data,Tetris DX,GB,1998.0,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,,,,,,
Video Games Data,The Legend of Zelda: Oracle of Ages,GB,2001.0,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,,,,,,
Video Games Data,Destiny,X360,2014.0,Shooter,Activision,1.31,0.43,0.0,0.18,1.92,,,4.7,504.0,Bungie,T
Video Games Data,Red Faction,PS2,2001.0,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,88.0,25.0,8,69.0,Volition Inc.,M
Video Games Data,The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,80.0,22.0,8.6,31.0,Maxis,T
Video Games Data,Mario Party: Island Tour,3DS,2013.0,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,57.0,47.0,6.3,117.0,"Nintendo, Nd Cube",E
Video Games Data,MX Unleashed,PS2,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92,80.0,18.0,9.2,46.0,Rainbow Studios,E
Video Games Data,PaRappa The Rapper,PS,1996.0,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92.0,15.0,7.4,48.0,NanaOn-Sha,K-A
Video Games Data,Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,1.1,0.55,0.0,0.27,1.92,84.0,43.0,7.5,80.0,Neversoft Entertainment,T
Video Games Data,Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83.0,75.0,6.5,134.0,Slightly Mad Studios,E
Video Games Data,Mario Party 3,N64,2000.0,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,,,,,,
Video Games Data,Diablo III,PS3,2013.0,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86.0,43.0,6.4,557.0,Blizzard Entertainment,M
Video Games Data,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79.0,78.0,7.1,506.0,Sumo Digital,E
Video Games Data,Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90.0,45.0,8.6,80.0,Factor 5,T
Video Games Data,Tomb Raider (2013),X360,2013.0,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,,
Video Games Data,Mario Super Sluggers,Wii,2008.0,Sports,Nintendo,1.48,0.0,0.29,0.12,1.89,69.0,31.0,7.8,58.0,Namco Bandai Games,E
Video Games Data,Donkey Kong Country Returns,3DS,2013.0,Platform,Nintendo,0.74,0.62,0.41,0.13,1.89,,,,,,
Video Games Data,Monopoly,Wii,2008.0,Misc,Electronic Arts,0.86,0.83,0.0,0.2,1.89,70.0,11.0,7.8,17.0,Electronic Arts,E
Video Games Data,Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.14,0.0,0.18,1.88,85.0,38.0,4.4,132.0,EA Tiburon,E
Video Games Data,Batman: Arkham Origins,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0.0,0.17,1.88,74.0,46.0,7.5,685.0,WB Games Montreal,T
Video Games Data,Game Party 2,Wii,2008.0,Misc,Midway Games,1.28,0.43,0.0,0.17,1.88,29.0,7.0,4.6,7.0,Midway,E
Video Games Data,Yu-Gi-Oh! Forbidden Memories,PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,,,,,,
Video Games Data,Mortal Kombat: Deception,PS2,2004.0,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,81.0,43.0,8.5,90.0,Midway,M
Video Games Data,Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,,,,,,
Video Games Data,Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,
Video Games Data,NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88.0,47.0,6.7,162.0,Visual Concepts,E
Video Games Data,Toy Story Mania!,Wii,2009.0,Misc,Disney Interactive Studios,1.04,0.66,0.0,0.18,1.88,49.0,15.0,6.6,13.0,Papaya Studios,E
Video Games Data,WCW Nitro,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,,,,,,
Video Games Data,High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,,,,,,
Video Games Data,Star Fox Adventures,GC,2002.0,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82.0,39.0,7.7,145.0,Rare Ltd.,T
Video Games Data,FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,,,,,
Video Games Data,Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,76.0,19.0,4.1,91.0,EA Sports,E
Video Games Data,Dynasty Warriors 3,PS2,2001.0,Action,THQ,0.53,0.16,1.07,0.1,1.87,78.0,17.0,9.1,90.0,Omega Force,T
Video Games Data,The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,,,,,,
Video Games Data,Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,1.05,0.53,0.03,0.26,1.86,,,,,,
Video Games Data,Madden NFL 06,XB,2005.0,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,86.0,39.0,6.7,41.0,EA Sports,E
Video Games Data,Shrek 2,PS2,2004.0,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71.0,32.0,8.5,24.0,"Luxoflux, Inc.",E
Video Games Data,Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,,,,,,
Video Games Data,The Legend of Dragoon,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74.0,12.0,8.4,248.0,SCEI,T
Video Games Data,SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,,,,,,
Video Games Data,Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,1.11,0.56,0.0,0.18,1.86,71.0,18.0,7.9,75.0,Krome Studios,T
Video Games Data,NBA Live 2002,PS2,2001.0,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,70.0,16.0,7.4,8.0,Electronic Arts,E
Video Games Data,Just Cause 3,PS4,2015.0,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.0,42.0,6.5,403.0,Avalanche Studios,M
Video Games Data,Chrono Cross,PS,1999.0,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94.0,16.0,8.1,297.0,SquareSoft,T
Video Games Data,Jak 3,PS2,2004.0,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,84.0,55.0,8.6,246.0,Naughty Dog,T
Video Games Data,Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76.0,37.0,7.9,84.0,Jupiter Corporation,E
Video Games Data,Pinball,NES,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,,,,,,
Video Games Data,Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87.0,31.0,7.8,790.0,Rockstar Studios,M
Video Games Data,Gran Turismo Concept 2001 Tokyo,PS2,2001.0,Racing,Unknown,0.0,1.1,0.42,0.33,1.84,,,,,,
Video Games Data,LEGO Marvel Super Heroes,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,82.0,22.0,7.9,76.0,TT Games,E10+
Video Games Data,Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,1.32,0.37,0.0,0.15,1.84,80.0,4.0,4.5,8.0,Altron,E
Video Games Data,NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87.0,25.0,8.5,36.0,EA Sports,E
Video Games Data,"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,,,,,,
Video Games Data,Rayman Raving Rabbids 2,Wii,2007.0,Misc,Ubisoft,0.82,0.82,0.0,0.2,1.83,67.0,25.0,8.3,66.0,Ubisoft Montpellier,E10+
Video Games Data,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005.0,Misc,THQ,1.31,0.49,0.0,0.03,1.83,,,,,,
Video Games Data,Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,,,,,
Video Games Data,Kirby: Triple Deluxe,3DS,2014.0,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80.0,68.0,8.8,206.0,HAL Labs,E
Video Games Data,Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,,,,,,
Video Games Data,GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,
Video Games Data,Sonic Classic Collection,DS,2010.0,Platform,Sega,0.92,0.73,0.0,0.17,1.83,70.0,24.0,7.5,28.0,Creative Assembly,E
Video Games Data,Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,,
Video Games Data,Diablo III,PS4,2014.0,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,,,,,Blizzard Entertainment,M
Video Games Data,inFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83.0,90.0,8.4,932.0,Sucker Punch,T
Video Games Data,World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82,82.0,42.0,4.8,1265.0,Blizzard Entertainment,T
Video Games Data,Sonic & Knuckles,GEN,1994.0,Platform,Sega,1.24,0.43,0.03,0.12,1.82,,,,,,
Video Games Data,Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,72.0,9.0,6,5.0,Mass Media,E
Video Games Data,The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,85.0,17.0,7.9,70.0,Maxis,T
Video Games Data,Demon's Souls,PS3,2009.0,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89.0,81.0,8.9,1441.0,From Software,M
Video Games Data,The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,54.0,8.9,797.0,Valve Software,M
Video Games Data,DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82.0,27.0,8.2,11.0,Konami,E
Video Games Data,Crazy Taxi,DC,2000.0,Racing,Sega,1.1,0.51,0.12,0.08,1.81,,,,,,
Video Games Data,Virtua Fighter 4,PS2,2002.0,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94.0,36.0,8,84.0,Sega AM2,T
Video Games Data,Mafia III,PS4,2016.0,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68.0,66.0,5.1,1147.0,Hangar 13,M
Video Games Data,Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,88.0,64.0,9,178.0,Sucker Punch,E
Video Games Data,Guitar Hero: World Tour,PS2,2008.0,Misc,Activision,1.0,0.03,0.0,0.77,1.8,,,8,13.0,BudCat,T
Video Games Data,Sonic Advance 2,GBA,2002.0,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0,23.0,8.3,46.0,Dimps Corporation,E
Video Games Data,Madden NFL 07,X360,2006.0,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,80.0,54.0,6,148.0,EA Tiburon,E
Video Games Data,NFL GameDay 2000,PS,1999.0,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,,,,,,
Video Games Data,NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89.0,46.0,7.6,105.0,Visual Concepts,E
Video Games Data,Forza Motorsport 6,XOne,2015.0,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87.0,85.0,7.9,863.0,Turn 10,E
Video Games Data,The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75.0,65.0,7.3,1223.0,Tango Gameworks,M
Video Games Data,Metroid Prime 3: Corruption,Wii,2007.0,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90.0,62.0,8.9,491.0,Retro Studios,T
Video Games Data,The Legend of Zelda: The Wind Waker,WiiU,2013.0,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,,,,,,
Video Games Data,Disney's The Lion King,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,,
Video Games Data,Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,,,,,,
Video Games Data,Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,85.0,41.0,8.5,47.0,Rockstar San Diego,T
Video Games Data,SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,1.12,0.58,0.0,0.08,1.78,,,,,,
Video Games Data,The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,53.0,7.6,47.0,SCEE London Studio,M
Video Games Data,50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.0,21.0,6.6,129.0,Genuine Games,M
Video Games Data,Final Fantasy II,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,,
Video Games Data,Kirby 64: The Crystal Shards,N64,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,,,,,,
Video Games Data,Dead or Alive 3,XB,2001.0,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87.0,35.0,8.6,44.0,Team Ninja,T
Video Games Data,Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,30.0,7.4,27.0,TOSE,E10+
Video Games Data,LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,1.01,0.6,0.0,0.15,1.76,76.0,7.0,7.7,10.0,Traveller's Tales,E10+
Video Games Data,High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,1.15,0.45,0.0,0.16,1.76,,,,,,
Video Games Data,Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,,
Video Games Data,WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,,,,,,
Video Games Data,UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84.0,58.0,8.1,47.0,THQ,T
Video Games Data,The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1.06,0.54,0.0,0.16,1.76,75.0,5.0,9,54.0,Heavy Iron Studios,E
Video Games Data,Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91.0,29.0,9.3,198.0,Camelot Software Planning,E
Video Games Data,Sonic the Hedgehog 3,GEN,1994.0,Platform,Sega,1.02,0.47,0.2,0.07,1.76,,,,,,
Video Games Data,Kid Icarus,NES,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,,,,,,
Video Games Data,Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,83.0,46.0,8.9,73.0,Aki Corp.,M
Video Games Data,Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,84.0,29.0,6.1,27.0,Red Storm Entertainment,M
Video Games Data,State of Emergency,PS2,2002.0,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,71.0,34.0,5.7,33.0,VIS Entertainment,M
Video Games Data,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007.0,Action,THQ,1.26,0.47,0.0,0.03,1.76,,,,,,
Video Games Data,The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,70.0,25.0,8.2,24.0,Maxis,T
Video Games Data,Star Wars: Starfighter,PS2,2001.0,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84.0,25.0,8,21.0,LucasArts,T
Video Games Data,Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,,,,,,
Video Games Data,Star Wars: Battlefront,XB,2004.0,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,80.0,55.0,9.1,57.0,Pandemic Studios,T
Video Games Data,Pro Evolution Soccer,PS2,2001.0,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,,,,,,
Video Games Data,Madden NFL 17,PS4,2016.0,Sports,Electronic Arts,1.25,0.17,0.0,0.32,1.75,82.0,35.0,4.9,83.0,EA Sports,E
Video Games Data,Just Cause 2,PS3,2010.0,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83.0,66.0,8,291.0,Avalanche Studios,M
Video Games Data,Disney's Aladdin,SNES,1993.0,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,,,,,,
Video Games Data,Kirby's Adventure,NES,1993.0,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,,,,,,
Video Games Data,Yoshi,NES,1991.0,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,,,,,,
Video Games Data,The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75,,,,,,
Video Games Data,FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81.0,28.0,7.1,47.0,EA Canada,E
Video Games Data,Crackdown,X360,2007.0,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,1.75,83.0,75.0,8,340.0,Realtime Worlds,M
Video Games Data,Wii Party U,WiiU,2013.0,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65.0,38.0,6.8,135.0,Nd Cube,E
Video Games Data,Dance Dance Revolution X,PS2,2008.0,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55.0,6.0,6.2,6.0,Konami,E10+
Video Games Data,2 Games in 1: Disney Princess & The Lion King,GBA,2004.0,Misc,THQ,1.25,0.46,0.0,0.03,1.75,,,,,,
Video Games Data,Kingdom Hearts,PS3,2013.0,Role-Playing,Square Enix,0.9,0.35,0.25,0.24,1.74,,,,,,
Video Games Data,Star Wars Episode I: The Phantom Menace,PS,1999.0,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,,,,,,
Video Games Data,Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.0,35.0,8.7,99.0,Monolith Soft,T
Video Games Data,Watch Dogs,PS3,2014.0,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,,,5.1,383.0,Ubisoft Montreal,M
Video Games Data,Kinect Star Wars,X360,2012.0,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55.0,61.0,3.5,145.0,Terminal Reality,T
Video Games Data,Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78.0,38.0,8.3,444.0,Capcom,M
Video Games Data,Cruis'n USA,N64,1996.0,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74,,,,,,
Video Games Data,Madden NFL 99,PS,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,,,,,,
Video Games Data,The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63.0,94.0,6.6,3172.0,"Ready at Dawn, SCE Santa Monica",M
Video Games Data,SSX Tricky,PS2,2001.0,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,92.0,33.0,8.9,71.0,EA Canada,E
Video Games Data,Knack,PS4,2013.0,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2,1.73,54.0,83.0,6.5,1074.0,SCE Japan Studio,E10+
Video Games Data,Twisted Metal III,PS,1998.0,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,,,,,,
Video Games Data,Harry Potter and the Sorcerer's Stone,GB,2001.0,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,,,,,,
Video Games Data,Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,78.0,41.0,8.1,31.0,ArtePiazza,T
Video Games Data,Crash Bandicoot: The Huge Adventure,GBA,2002.0,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,78.0,18.0,7.9,27.0,Vicarious Visions,E
Video Games Data,Hitman: Absolution,X360,2012.0,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79.0,51.0,7.1,453.0,Io Interactive,M
Video Games Data,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003.0,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,,,,,,
Video Games Data,The Crew,PS4,2014.0,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61.0,60.0,5.4,575.0,"Ubisoft Reflections, Ivory Tower",T
Video Games Data,Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,0.61,0.18,0.0,0.94,1.72,,,,,,
Video Games Data,NBA 2K15,XOne,2014.0,Sports,Take-Two Interactive,1.37,0.18,0.0,0.18,1.72,82.0,9.0,6.3,101.0,Visual Concepts,E
Video Games Data,Madden NFL 2005,XB,2004.0,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,91.0,39.0,7.6,26.0,EA Tiburon,E
Video Games Data,Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80.0,55.0,7.7,134.0,Tri-Ace,T
Video Games Data,Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,Activision,0.41,0.98,0.0,0.32,1.72,78.0,26.0,2.5,5664.0,"Infinity Ward, Sledgehammer Games",M
Video Games Data,Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88.0,56.0,7.9,815.0,Arkane Studios,M
Video Games Data,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08,1.71,,,,,,
Video Games Data,The Beatles: Rock Band,Wii,2009.0,Misc,MTV Games,1.17,0.39,0.0,0.15,1.71,89.0,25.0,8.9,43.0,Harmonix Music Systems,T
Video Games Data,Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84.0,57.0,9.1,81.0,Namco,T
Video Games Data,Need for Speed Underground,XB,2003.0,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,83.0,25.0,8.7,35.0,Electronic Arts,E
Video Games Data,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,,,,,,
Video Games Data,Tetris Worlds,GBA,2001.0,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,65.0,10.0,tbd,,3d6 Games,E
Video Games Data,Imagine: Teacher,DS,2008.0,Simulation,Ubisoft,0.7,0.82,0.0,0.19,1.71,,,tbd,,Magic Pockets,E
Video Games Data,Call of Duty: Black Ops 3,X360,2015.0,Shooter,Activision,1.14,0.4,0.0,0.16,1.71,,,,,,
Video Games Data,Deal or No Deal,DS,2007.0,Misc,Mindscape,1.15,0.4,0.0,0.15,1.7,20.0,13.0,1.9,41.0,Artefacts Studio,E
Video Games Data,FIFA Soccer 10,PS2,2009.0,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,,,8.4,9.0,EA Sports,E
